	text	label
21403381	_ དཔེ་ཅན་དེ་དང་མཚུངས་པར་བརྗོད་པ།	dzo_Tibt
21405314	ང་བཅས་ཀྱིས་མཐོང་དོ་བཟུམ་འབད་ ནང་དོན་རིག་པ་འདི་ ཚིག་རྒྱན་རིག་པའི་མངའ་འོག་ལུ་བཙུགས་ནི་གི་འོས་འབབ་ཡོདཔ་སྦེ་ ཡིད་ཆེས་སྐྱེདཔ་ཨིན་མས།	dzo_Tibt
21407772	འ་ནི་ཕོ་བྲང་གི་ལྷོ་དང་བྱང་གི་རྩིག་གྱང་གུར་ལུ་ རྒྱལཔོ་དང་བཙུནམོ་གིས་ Hathor ཟེར་མི་ལྷ་ བ་གི་རྣམ་པ་ལུ་སྦེ་གྲུ་ནང་ལུ་ མེ་ཏོག་གི་ཚང་ནང་ལས་ཕར་ འབྱོན་དོ་ཡོད་མི་ལུ་ སྔོ་ཤིང་མེ་ཏོག་ཕུལ་བའི་ཚུལ་སྦེ་ སྙན་རྩོམ་གྱི་རྣམ་པ་ཁག་གཉིས་ལུ་སྦེ་བཀོད་དེ་ཡོདཔ་ཨིན།	dzo_Tibt
21404990	གནམ་ལོ་༢༠༠༢་གི་ཚོང་སྡེ་གི་དཔྱད་ཡིག	dzo_Tibt
21407123	མོས་མཐུན་འབྱུང་མ་ཚུགས་པར་ཡོད་རུང་ དཔལ་འབྱོར་མཁས་པ་མང་ཤོས་ཅིག་གིས་རང་ Robbinsགི་ངེས་ཚིག་ལ་ལུ་ཅིག་ ངོས་ལེན་འབད་དེ་ཡོད་རུང་ མང་ཤོས་ཅིག་གིས་རང་ ངེས་ཚིག་འདི་ལས་བརྟེན་ཏེ་ དཔལ་འབྱོར་གྱི་ཐབས་ལམ་ཚུ་གི་སྐོར་ལས་ དགག་པ་རྐྱབ་སྟེ་ཡོདཔ་ཨིན།	dzo_Tibt
21408012	འ་ནི་སྔོན་དཔག་འདི་ རེ་བ་སྐྱེད་དེ་ཡོདཔ་པའི་ བརྟག་དཔྱད་འདི་གི་གྲུབ་འབྲས་འདི་ཨིན།	dzo_Tibt
21403361	_ དཔེ་ཅན་གྱི་ཁྱད་ཆོས་རྣམས་ཀྱི་རྒྱུ་མཚན་བཀོད་པ།	dzo_Tibt
21409385	སྤྱི་ལོ་༡༩༩༤སྤྱི་ཟླ་༦པའི་སྤྱི་ཚེས་༢༨ལུ་ རྒྱང་བསྒྲགས་ཀྱི་རྒྱུ་ལམ་དོན་ལུ་ གཞི་བཞག་སའི་གཞི་བཀོད་ཅིག་ལུ་འགྱུརསོང་ནུག	dzo_Tibt
21410015	ཨུ་རུ་སུའི་རྒྱལ་ཁབ་ཀྱིས་ འགོ་དང་པ་ ༡༧༨༤་ལུ་ ཨཱ་ལས་ཀ༼Alaska༽དང་དེ་གི་ཤུལ་ལས་ ཕོརཊ་རོས་ཀྱི་༼Fort Ross༽ ས་སྲུང་དམག་སྒར་༡༧༨༤་ལུ་དབང་ལུ་བསྡུ་སྟེ་ བྱང་ཕྱོགས་ མཚོ་འགྲམ་གྱི་བྱང་ཕྱོགས་ཨ་མི་རི་ཀ་ལུ་ཕྱི་དམག་བཙན་འཚིལ་འབད་ནུག	dzo_Tibt
21407496	"འདི་ནང་ལུ་ ""ཤེས་ཡོན་དང་ལྡན་པའི་བརྡ་སྤྲོད་"" འབད་མ་ཚུགས་མི་ཚུད་དོ་ཡོདཔ་ད་ འདི་ཡང་ མི་ཚུ་གིས་ ཁྲིམས་དོན་དང་གསོ་བ་ དེ་ལས་ ཉན་མི་གིས་ཧ་གོ་མ་ཚུགས་པའི་གནས་སྟངས་ཚུ་བཤད་པའི་སྐབས་ལུ་ འབྱུངམ་ཨིན་མས།"	dzo_Tibt
21404437	Woolworth སྒྲིང་ཁྱིམ་གྱི་ཐོག་ཚད་འདི་བརྒལ་ཏེ་ བདུན་ཕྲག་གཅིག་གི་ཤུལ་མ་དང་ སྤྱི་ལོ་༡༩༢༩ལུ་ Wall Street འདི་ལུ་ གནོད་རྐྱེན་རྐྱབ་ནི་གི་ ཉིནམ་གཅིག་གི་ཧེ་མ་ ཁྱིམ་ཐོག་འདི་བསྡུ་སྒྲིག་འབད་ཡོདཔ་ཨིན།	dzo_Tibt
21407168	ཚོང་དོན་གྲོང་ཁྱེར་གྱི་ལྟེ་གནས་ཡིན་པའི་ཆ་ནས་དུས་ཡུན་རིང་པོའི་ནང་ཟོག་ཉོའི་འབྲེལ་མཐུད་བརྒྱུད་དེ་སིལ་ཚོང་དང་འཛད་སྤྱོད་ཀྱི་ཁྱིམ་གཞིས་སུ་གྱུར་ཡོད།	dzo_Tibt
21405094	གཞི་རིམ་ཨཱལ་ཇིབ་ར་གི་ནང་ལུ་ པོ་ལི་ནོ་མིའལ་སྙོམ་རྩིས་ཀྱི་ཁུག་ཚད་དང་པ་དང་གཉིས་པ་ཚུ་ བསལ་ནི་འདི་ སྟོན་བྱིན་ནི་གི་དོན་ལས་ ཀོའོ་གྲ་ཀྲིག་ཕོར་མུ་ལ་བཟུམ་གྱི་ཐབས་ཤེས་ཚུ་སྟོན་བྱིན་དོ་ཡོདཔ་ཨིན།	dzo_Tibt
21409432	སྤྱི་ལོ་༢༠༡༢དེ་ཅིག་ལས་ གློག་རིག་མགྱོགས་དྲག་དང་ ཨེལ་གོ་རིད་མིག་གི་རྒྱ་སྐྱེད་ དེ་ལས་ འཕྲུལ་ཆས་ཀྱི་ལྷབ་སྦྱང་དང་སྣང་ཚོར་གྱི་ གནས་སྡུད་ཚུ་ རྒྱ་སྦོམ་སྦེ་ ཡར་དྲག་བཏང་མི་འདི་གིས་ གནས་སྡུད་ཀྱི་ཐོག་ལས་ ལྷབ་སྦྱང་འབད་མི་འདི་གིས་ འཁྲུལ་མེད་ཀྱི་གནས་ཚད་འདི་ དབང་གནོན་འབད་ཚུགས་ཏེ་ཡོདཔ་ཨིན།	dzo_Tibt
21404061	England་ Greenwichགི་ Royal Observatoryལས་བརྒྱུད་མི་ འཛམ་གླིང་སའི་ཚངས་ཐིག་གཙོ་བོ་འདི་ ནུབ་བྱང་མཚམས་ཐིག་ དྲི་གི་རི་ཀླད་སྐོར་ཨིནམ་སྦེ་བཀོད་དེ་འདུག	dzo_Tibt
21406829	མཚོན་རིག་གི་དུས་དེབ་ མཚོན་རིག་མཁས་པ་གསརཔ་དང་ མཚོན་རིག་དང་ཝིའི་ དེ་ལས་ ཨ་མི་རི་ཀ་དང་འབྲེལ་བའི་མཚོན་རིག་ཚུ་གིས་ ལྷབ་མི་ལ་ས་ཡོད་མི་ཚུ་གི་མཁོ་འདོད་གྲོབ་ཡོདཔ་མ་ཚད་ ཞིབ་འཚོལ་གྱི་གནས་ཁོངས་ནང་ལུ་ གསར་བཏོན་དང་གོང་འཕེལ་གྱི་འགྱུར་བ་བྱུང་མི་ཚུ་རྩིས་ཏེ་ ཞིབ་འཚོལ་གྱི་གནས་ཁོངས་ཡོངས་གྲགས་ཚུ་ནང་ལུ་ འཕྲུལ་རིག་མེན་པའི་བཅུད་སྡུད་ཚུ་བྱིན་ནི་འདི་ཨིན་མས།	dzo_Tibt
21403734	རྡ་རམ་ས་ལ་ནིརྒྱ་གར་བྱང་ཕྱོགས་མངའ་སྡེ་ཧི་མ་ཅལ་མངའ་ཁོངས་སུ་ཆགས་ཡོད་ཅིང།	dzo_Tibt
21409360	སྤྱི་ལོ་༡༩༨༠གྱ་གྲངས་ནང་ལུ་ བསྒྱུར་བ་ལུ་ངོས་ལེན་འབད་མི་སྡེ་ཚན་ལེ་ཤ་ཅིག་རང་ཐོན་ནུག	dzo_Tibt
21403640	འབྲུག་གི་རྫོང་ཁག་ཅིག་གི་མིང་།	dzo_Tibt
21407956	འ་ནི་འཛམ་གླིང་གི་དཔེ་གཟུགས་བཟོ་ནི་གི་ཐབས་ཤེས་འདི་ སྤྱི་ལོ་༡༨༠༢ལུ་ George Kearsley གི་ English Encyclopedia ནང་ལུ་ རྒྱས་ཤིང་རྒྱསཔ་སྦེ་ར་ པར་རྐོ་སྟེ་ར་བཀོད་དེ་ཡོདཔ་ཨིན།	dzo_Tibt
21409994	ཨིཝ་ཀི་ལི་ཌིཡེན་བགོ་རྩིས་ (བགོ་ལྷག་དང་མཉམ་) ཡོད་མི་འདི་ལུ་ ཨིཝ་ཀི་ལི་ཌིཡེན་གཞི་གནས་ཟེར་སླབ་ཨིནམ་ད་ འདི་ནང་ལུ་ པོ་ལི་ནོ་མིཡེལ་རིངསི་ཟེར་ རྟོགས་མ་ཚུགས་པའི་ཕྱོགས་གཅིག་ལུ་ (སྦྱོར་རྩིས་དང་ བསྡོམས་རྩིས་གཉིས་ རྐྱང་པའི་སོ་སོར་གྱི་ ཐབས་གཞི་ཟེར་ གོ་བ་ལེན་དགོཔ) །	dzo_Tibt
21406509	བཟོ་རིག་གི་རང་གཤིས་འདི་ མི་སྡེ་དང་ལམ་སྲོལ་ དེ་ལས་ མི་ཡི་སྤྱོད་ལམ་ཚུ་དང་ ནང་འཁོད་འབྲེལ་མཐུན་ཡོདཔ་ཨིན།	dzo_Tibt
21403387	_ དཔེ་ཅན་རང་ཉིད་དཔེར་འོས་པ་མ་གཏོགས་གཞན་མི་སྲིད་ལྟ་བུ་བཀོད་པ།	dzo_Tibt
21409098	སྔོ་ཤིང་གི་ནང་ལུ་པེ་ཐོ་རིགས་མཚན་ཟེར་མི་འདི་ སྒོང་རྡོ་འདི་སྐྱེ་སོན་མ་སྦྱོརམ་ལས་ སྒོང་ཕྲུག་ལུ་འགྱུར་ཡོདཔ་དང་ འདི་གི་ཆ་ཤས་བྱ་རིམ་ཅིག་ལུ་གོཝ་ཨིན།	dzo_Tibt
21409333	སྤྱི་ལོ་༡༩༦༢ ལུ་ མུ་ཀྲི་ནི་ཨོན་བའུན་ཀྲི་ཟེར་མི་འདི་བཟོ་བའི་སྐབས་ལུ་ ཁོ་གི་འབད་གཞག་འདི་གིས་ མིང་གཏམ་ཡར་འཐེན་ཡོདཔ་བཟུམ་ཡོདཔ་ཨིན་པས།	dzo_Tibt
21404186	Johannes Helferich ༼༡༥༧༩༽ Sphinx འདི་ གདོང་ཤེན་མོ་བཏབ་བཏབ་བཟུམ་ཅིག་དང་ ཨོམ་ཐེ་སྒོར་སྒོར་འབད་མི་ཨམ་སྲུ་ སྐྱ་འཕྲང་ཏ་ཏ་འབད་ཡོདཔ་ལས་ Thévet གིས་བཀོད་མི་ནང་ སྐྱ་འདི་ལུ་བལྟཝ་་ད་འདི་ དྲག་སྐྱེས་ཏེ་ར་སྡོད་དོ་བཟུམ་ཅིག་ཡོདཔ་སྦེ་ཨིན་མས།	dzo_Tibt
21409956	ཨིན་རུང་ རང་བཞིན་བཅོས་མེད་ཀྱི་ ནང་ནའི་ ཟས་བཞུ་ནི་གི་ས་སྒོ་ཡོདཔ་ཨིན།	dzo_Tibt
21407038	མི་སྡེ་འབྲེལ་མཐུན་ནང་ལུ་ ཞིབ་འཇུག་འབད་དགོ་པའི་གནད་དོན་གཞན་མི་འདི་ མི་ཚུ་གིས་ ཁས་བླངས་ཀྱི་ཐོག་ལས་ ག་དེ་འབད་ བཅའ་མར་གཏོགས་དོ་ག་དང་ གཞུང་མ་འདྲཝ་ཚུ་གི་ནང་ལས་ རྒྱབ་སྐྱོར་འདི་ཚུ ག་དེ་འབད་རང་ཐོབ་སྟེ་འདུག་ག་ དབྱེ་བ་དཔྱད་ནི་འདི་ཡོདཔ་སྦེ་ཨིན་མས།	dzo_Tibt
21404312	Quine གི་དོན་ལུ་དང་ Wittgenstein དང་ Austin གི་དོན་ལས་ དོན་དག་འདི་ ཚིག་ཅིག་དང་ཡང་ན་ བརྗོད་ཚིག་དང་འབྲེལ་བ་ཡོད་མི་ཅིག་མེན་ཟེར་ཨིནམ་དང་ ཨིན་རུང་ འ་ནི་འདི་ག་ར་གི་ནང་ལུ་ ཆེད་བརྗོད་འབད་ཚུགས་པ་ཅིན་རྐྱངམ་ཅིག་ སྐད་ཡིག་ག་ར་གི་ནང་ལུ་ ཆེད་བརྗོད་འབད་ཚུགས་ནི་ཨིན་མས།	dzo_Tibt
21405384	ཆེས་ཉུང་རིག་པའི་ནང་བཟུམ་འབད་ ཅིད་མཐའ་གནས་ལུགས་ཀྱི་ཐབས་ལམ་འདི་གིས་ འབྲེལ་མཐུན་བཟོ་བཀོད་ལས་ལྷག་པའི་ འདི་གི་དངོས་གཞི་འདི་ ཨང་རྩི་རིག་པའི་དངོས་པོ་གི་བཅུད་དོན་ནང་ལུ་གནས་ཏེ་ཡོདཔ་ཨིན་ཟེར་མི་འདི་ ངོས་ལེན་མི་འབད་དོ་ཡོདཔ་ཨིན།	dzo_Tibt
21406452	བཅོས་མའི་བློ་རིག་ནང་འཁོད་ཀྱི་མཁས་པ་ཚུ་གི་བསམ་འཆར་ཚུ་ མ་འདྲཝ་སྦེ་ཡོདཔ་དང་ འདི་ཡང་ དག་པ་ཅིག་ལུ་ཚ་འགྱལ་ཡོདཔ་སྦེ་ཨིནམ་དང་ ཉེན་སྲུང་གི་ཐད་ཁར་ལུ་ ཚ་འགྱལ་མེད་མི་དང་ཅིག་ཁར་ བཅོས་མའི་བློ་རིག་གི་ལྕོགས་གྲུབ་འདི་ ཁྱད་དུ་འཕགས་པའི་མི་བཟུམ་ཅིག་ར་འོང་ནི་ཨིནམ་སྦེ་བཀོད་དེ་ཡོདཔ་ཨིན།	dzo_Tibt
21406502	བཟོ་བཀོད་འདི་ངོ་མ་བཟུམ་ཅིག་དང་ ལག་ལེན་འཐབ་བཏུབ་ཅིག་སབེ་དགོཔ་ལས་ འདི་ནང་ལུ་ དབྱིབས་རྩིས་རིག་པ་དང་ རྒྱ་ཁྱོན་ དེ་ལས་ གནས་སྡུད་གི་ཁྱད་ཆོས་ཚུ་ དབྱེ་བ་ཕྱེ་སྟེ་སྦེ་དགོཔ་ཨིན།	dzo_Tibt
21409488	སྦོམ་ཧིང་གི་ནང་ལུ་ གྲངས་ཚད་ཀྱི་གཞི་རྩ་ཅིག་བཀོད་དེ་མེདཔ་ལས་ Eudoxus གིས་ གནས་ཚད་མཉམ་མི་དང་མ་མཉམ་མི་སྙོམ་རྩིས་གཉིས་ཆ་ར་ རྩིས་ཁྲ་བཞག་ཚུགས་ཏེ་ཡོདཔ་ཨིན། འདི་ཡང་ སྙོམ་རྩིས་ཀྱི་འབོར་ཚད་དང་ཚད་སྙོམ་འདི་ སྙོམ་རྩིས་གཉིས་ཀྱི་བར་ན་ འདྲ་མཉམ་སྦེ་ངེས་ཚིག་བཀོད་དེ་ཨིན་མས།	dzo_Tibt
21407788	འ་ནི་བརྟག་དཔྱད་ཁང་ཟེར་མི་ཚུ་ཡང་ པའི་ཐ་གོ་རཱསི་གིས་ སྒྲ་དང་སྐད་ཀྱི་གདངས་དབྱངས་ཀྱི་ཐོག་ལུ་ དབྱེ་དཔྱད་འབད་བའི་སྐབས་ལུ་དང་ ་ཐགསཔ་གི་དར་གསིག་ཐོག་ལུ་དབྱེ་དཔྱད་འབད་བའི་སྐབས་ བཟོ་ཡོདཔ་ཨིན་མས།	dzo_Tibt
21406776	མཐའན་མཇུག་ཁར་ ཨང་གྲངས་ཀྱི་ནང་ལུ་ ཨང་ཡིག་ག་ར་ ཀླད་ཀོར་ཡོད་པ་ཅིན་ ཨང་གྲངས་འདི་ཀླད་གོར་ཨིནམ་དང་ ཨང་གྲངས་ནང་ལུ་ ཨང་ཡིག་ག་ར་༩ཨིན་པ་ཅིན་ ཚག་གི་གཡོན་ཁ་ཐུག་ཨང་ཡིག་༩གུར་ལུ་ ཨང་གཅིག་བསྡོམ་པ་ཅིན་བཏུབ་ཨིན།	dzo_Tibt
21406485	བཟོ་གྲྭ་འཕྲུལ་ཁང་ཚུ་ནང་གི་ལག་ལེན་གྱི་དོན་ལས་ ཕོ་འདི་ཕྲ་འབུཔ་ཚུ་དང་ཅིག་ཁར་མཉམ་བསྡོམ་འབད་ཞིནམ་ལས་ ཁམས་ཕྲན་ཅིག་འབད་མི་སྲོག་ལྡན་ཚུ་གྲུབ་ཏེ་ འདི་གི་སྦེ་ བཟོ་བཅོས་འབད་དེ་ འཚོ་བཅུད་བཟོ་བཅོས་འབད་ནི་འདི་ ཡར་དྲག་འགྱོ་ནི་ཨིན་མས།	dzo_Tibt
21407687	འདོད་སྤྱོད་སྐྱེས་འཕེལ་འདི་ མང་ཤོས་ཅིག་རང་ ཁམས་ཕྲན་ལེ་ཤ་སྦེ་ཡོད་མི་ སྐྱེ་ལྡན་སྲོག་ཆགས་ཚུ་གི་ནང་འཁོད་ ཡོངས་གྲགས་ཡོདཔ་ཨིན་མས།	dzo_Tibt
21404404	Tissot's indicatrix བཟུམ་འབད་ Goldberg-Gott indicatrix འདི་ ཆུང་ཀུ་ཅིག་ལུ་གཞི་གཏད་དེ་ཨིནམ་དང་ ས་སྒོ་གི་ངོ་རྟགས་དང་རྟགས་ཚན་ཚུ་ཕྲ་ཆུང་སྦེ་བཀོད་དེ་ བཟོ་སྒྱུར་གྱི་རྣམ་པ་ཚུ་ཡང་གསལ་བཏོན་འབད་དེ་ཡོདཔ་ཨིན།	dzo_Tibt
21408472	རྩིས་ཀྱི་གནས་སྡུད་འདི་ རྩིས་ཀྱི་དངོས་ཁམས་རིག་པའི་ནང་ གནས་སྡུད་ལག་ལེན་འཐབ་མི་གི་གཞི་ཅིག་དང་ ལྟ་བརྟོག་ལས་བརྟེན་པའི་ རྩིས་ཀྱི་དངོས་ཁམས་རིག་པའི་གནས་སྡུད་ལེ་ཤ་ཅིག་ དབྱེ་དཔྱད་འབད་མི་ལུ་ཨིན་མས།	dzo_Tibt
21407016	མི་སྡེ་གོང་འཕེལ་བཏང་མི་ཚུ་གིས་ མི་ངོ་རེ་རེ་དང་གཅིག་ཁར་ལཱ་འབད་ནི་དང་ མི་སྡེ་སྦོམ་གྱི་གནས་ཚད་ལུ་ ག་དེ་འབད་འབདན་ན་ཚུ་གི་སྐོར་ལས་ ཤེས་དགོ་ནི་ཨིན་མས།	dzo_Tibt
21406405	ཕྲ་རབས་ནད་འབུཔ་འདི་གིས་ ག་དེ་འབད་ཡི་ ཁྱབ་སྤེལ་འགྱོཝ་ཨིན་མས།	dzo_Tibt
21408043	འ་ནཱི་འབད་ནིའི་དཅན་ལུ་ བྱུང་རབས་མཁས་མཆོག་ཚུ་གིས་ འཛམ་གླིང་རྒྱས་བཤད་བལྟཝ་ཨིན་པས།	dzo_Tibt
21404555	ཁ་ཆེའི་ལྷ་ཁང་སྦོམ་གྱི་ མཐུན་བཏང་སའི་ཆོས་ཁང་འདི་ གདོང་Mecca ཕྱོགས་ལུ་ ཤར་ཁ་ཐུག་ལུ་སྦེ་ ཁྲོམ་གྱི་ཚོང་འབྲེལ་ས་ཁོངས་ཚུ་ག་ར་མཐོངམ་སྦེ་ཡོདཔ་ཨིན།	dzo_Tibt
22506657	kolesterool: 1,0	ekk_Latn
24055760	Selles erakordselt nõudlikus energiaolukorras on väga oluline arengu dünaamilisus ning eriti uute tehnoloogiate kiire väljatöötamise probleem.	ekk_Latn
22285349	Käesolevad Üldkohtu kodukorra praktiliste rakendussätete muudatused avaldatakse Euroopa Liidu Teatajas.	ekk_Latn
24624083	Vastavalt komisjoni 30. märtsi 2004. aasta otsusele 2004 / 292 / EÜ TRACES süsteemi kasutuselevõtmise kohta ja otsuse 92 / 486 / EMÜ muutmise kohta [2] on selles süsteemis osalemine liikmesriikide jaoks kohustuslik alates 31. detsembrist 2004.	ekk_Latn
24714075	võttes arvesse komisjoni 23. detsembri 2003. aasta otsust 2004 / 20 / EÜ, millega luuakse Aruka energeetika rakendusasutus, mis korraldab ühenduse tegevust energeetika valdkonnas vastavalt nõukogu määrusele (EÜ) nr 58 / 2003 [10];	ekk_Latn
24089173	Sellises ruumis mängivad veelgi suuremat rolli eri rahvusülesed, riigiülesed või kontinentaalsed kogukonnad.	ekk_Latn
21885903	ELT L 94, 1.4.2006, lk 28.	ekk_Latn
23112580	Ma olen kindel, et Euroopa Parlament võtab homme raporti vastu, aidates nii kaasa kalandustöö konventsiooni nr 188 ja sellele lisatud soovituse nr 199 kiirele ratifitseerimisele liikmesriikide poolt.	ekk_Latn
21756631	(CS) Volinik, daamid ja härrad, kiidan heaks Iratxe Garcia Pérez 'i raporti ja Euroopa Komisjoni aruande.	ekk_Latn
22256851	Juba varemgi on nimetatud algatuste rahaline toetamine aidanud tugevdada ühenduse ja liikmesriikide pettusevastast võitlust ning ühenduse finantshuvide kaitset ning täita 2004.-2006. aasta Heraklese programmi eesmärke.	ekk_Latn
24710530	võttes arvesse Euroopa Parlamendi ja nõukogu 22. mai 2001. aasta määrust (EÜ) nr 999 / 2001, millega sätestatakse teatavate transmissiivsete spongioossete entsefalopaatiate vältimise, kontrolli ja likvideerimise eeskirjad, [1] eriti selle artikli 5 lõike 2 kolmandat lõiku ja artikli 5 lõiget 3,	ekk_Latn
21881195	ELT L 317, 16.10.2004, lk 1.	ekk_Latn
23436162	Nõustun eelkõnelejaga, kes ütles, et komisjon tuleb ametisse nimetada.	ekk_Latn
22732208	Kui kõik need muudatusettepanekud vastu võetakse, muutub Europol märkimisväärselt tõhusamaks, paindlikumaks ja kergemini juhitavaks.	ekk_Latn
21889464	"""Emiteeritud võlaväärtpaberid"" on võlainstrumendid, mille krediidiasutus või investeerimisühing on emiteerinud väärtpaberitena ning mis ei ole EKP bilansikirjete määruse kohaselt hoiused."	ekk_Latn
23119611	Märgis kütmise energiatõhususe ja vee soojendamise energiatõhususe klassidesse A + + + kuni G kuuluvate veesoojendist-päikesekütteseadmest, temperatuuriregulaatorist ja päikeseenergiaseadmest koosnevate komplektide jaoks	ekk_Latn
21979322	Eurofer märkis, et liit ei ole teeninud kasumit alates aastast 2008.	ekk_Latn
23111603	Ma nõustun Euroopa Parlamendi seisukohaga, et kui Euroopa Liit järgib kohustuslikke standardeid, peab see olema suuteline nõudma sedasama oma kaubanduspartneritelt ja eriti tärkava majandusega riikidelt ning nõudma kvaliteeti ja jätkusuutlikkust, eriti oma territooriumile toodavate toidukaupade suhtes, et säilitada õiglane ja võrdne kaubandus.	ekk_Latn
24075759	Selline häire käivitatakse sõiduki seest ning see ei tohi mõjutada sõiduki alarmsüsteemi olekut (sisse- või väljalülitatud).	ekk_Latn
22468581	Kohaldatav müntide emissiooni otsus tähendab iga-aastast EKP otsust / otsuseid vastava aasta mündiemissiooni mahu heakskiitmise kohta, millest viimane on Euroopa Keskpanga 23. novembri 2007. aasta otsus EKP / 2007 / 16 müntide emissiooni 2008. aasta mahu heakskiitmise kohta (ELT L 317, 5.12.2007, lk 81).	ekk_Latn
24183775	SUHTELINE PINDALA: = III lisa punkti A alapunkt b: loodusliku elupaigatüübi pindala konkreetsel alal võrreldes kõnealuse loodusliku elupaigatüübi üldpindalaga riigi territooriumil.	ekk_Latn
22443940	kirjalikult. - (RO) Määruse ettepanek tahab vähendada taimekaitsetoodete kasutamise mõju keskkonnale ja inimeste tervisele, luues mehhanismi riskinäitajate arvutamiseks ning taimekaitsevahendite säästva kasutamise temaatilises strateegias võetud eesmärkide täitmise jälgimiseks.	ekk_Latn
23844767	Samuti on selles käsitletud uusi lahendamist vajavaid küsimusi, nagu näiteks kliimamuutused, veemajandus, taastuvenergia ja bioloogiline mitmekesisus, mis arengumaadele mõju avaldavad.	ekk_Latn
23522097	OTH - muud.	ekk_Latn
23361429	Neid märkuseid arvestades hindas komisjon uuesti kaebuse mittekonfidentsiaalset versiooni, aga jõudis järeldusele, et huvitatud isikute poolt kontrollimiseks kättesaadav versioon võimaldas huvitatud isikutel piisavalt hinnata selle uurimise aluseks olevaid kehtivaid nõudeid.	ekk_Latn
21800545	Edasi näidise D juurde	ekk_Latn
23498525	on saadud ettevõttest, kus ei ole LPNAI esinemise kohta viimase 21 päeva jooksul tõendeid;	ekk_Latn
23390323	Nimekirja kohaldatakse sama struktuurivalemiga kemikaalide (kaasa arvatud hüdraadid) suhtes, sõltumata nende nimetusest või CASi numbrist.	ekk_Latn
23715365	Punkt on ette nähtud ÜJKP / ÜVJP raames reisimise korral väljaspool nõukogu peakorterit tekkinud ettenägematute kulude katmiseks: ruumide ja tehniliste seadmete ajutine üürimine, tõlkimine ja tõlge, telekommunikatsioonikulud ja muud mitmesugused koosolekutega seotud kulud.	ekk_Latn
23282751	Mul on nõukogule Bernd Posselti küsimusega seoses veel üks täiendav küsimus.	ekk_Latn
21805812	Eelarverida: 17 01 04 04	ekk_Latn
23773479	Riia lahe heeringa akustiline uuring	ekk_Latn
22133026	(i70) Elektrikasutus (kWh liitri toodetud veini kohta): võib arvutada aasta lõikes või saagikoristushooajal	ekk_Latn
22102957	Hiina valitsus märkis pärast järelduste teatavaks tegemist, et laenude andmise üldeeskirjade artiklis 7 osutatud erilaenud jäeti 1999. aastal välja, tuginedes erilaenude haldamise parandamist käsitlevale ringkirjale (YINFA [1999] nr 228), ning et artikkel 15 oli muutunud asjasse mittepuutuvaks, sest Hiina rahvapank ei kehtesta enam laenude ülem- ja alampiire.	ekk_Latn
24150272	Sõiduki võrdluspunkti määratluse tõttu arvestatakse sõiduki pikkust (lveh) järgmises valemis eri viisidel.	ekk_Latn
23411155	nõuded ühiste ja turvaliste teabevahetuse avatud standardite kohta identifitseerimiseks, autentimiseks, teadete ja teabe edastamiseks ning turvameetmete rakendamiseks kontot haldavate makseteenuse pakkujate, makse algatamise teenuse pakkujate, kontoteabe teenuse pakkujate, maksjate, makse saajate ja muude makseteenuse pakkujate vahel.	ekk_Latn
23606694	Pean mainima siinkohal reguleerimisala avamist.	ekk_Latn
22769367	"Kui seda õigustab küsimuse keerukus ja kui puudub oht inimeste tervisele, võib komisjon asjaomasele liikmesriigile teatada, et käesolevas lõikes osutatud ajavahemikku võidakse pikendada veel kuni kuus kuud. """	ekk_Latn
24241271	Täiskogu otsused võetakse vastu hääletamisel osalenud liikmete poolthäälteenamusega, kui kodukorras ei ole sätestatud teisiti.	ekk_Latn
22750808	Kui me tahame seda asja tõsiselt võtta, peab komisjon leidma sellele rahastamisvõimalused.	ekk_Latn
21875587	ELT L 174, 26.6.2013, lk 1.	ekk_Latn
22529576	Komisjoni 27. oktoobri 2005. aasta määrusele, millega kinnitatakse piima ja piimatoodete eksporditoetus	ekk_Latn
22705727	Kuid see eeldab, et hoiaksime arutelu üleval ning jätkaksime vaidlemist ja kompromisside tegemist.	ekk_Latn
21580341	Ametlikuks kontrolliks sobiv meetod peab andma tulemuse, mille puhul standardmõõtemääramatus on väiksem kui maksimaalne standardmõõtemääramatus (u), mis arvutatakse järgmise valemi järgi:	ekk_Latn
24689415	võlakirjad [...]	ekk_Latn
23987075	Seetõttu peaks samaväärsuse hindamine olema avatud ja arenev protsess.	ekk_Latn
23795186	Rõhutati, et kättesaadavatel faktidel põhinevad järeldused võivad asjaomase isiku jaoks osutuda ebasoodsamaks.	ekk_Latn
22165224	II üle teostatav järelevalve	ekk_Latn
23369322	Nende dünaamika mõjutab reguleerivaid sätteid mitmepoolsel, piirkondadevahelisel, piirkondlikul ja kahepoolsel tasandil ning on suuremal määral nendest ka mõjutatud.	ekk_Latn
21425573	See kehtib võrdväärselt nii kaupluseriiulite kui ka restoranide ja toitlustusettevõtete puhul.	ekk_Latn
21434853	0- - - merekalad	ekk_Latn
24225955	Tahaksin mõelda, et sellist sõnumit ja vaatenurka kasutatakse kahe kuu pärast Kopenhaagenis ning et ELi poliitikale selles valdkonnas vaadatakse konkreetselt ja strateegiliselt, aga ka eelarvega seoses, et põllumajandust käsitataks lahendusena, nagu ma on sõnavõtu alguses mainisin.	ekk_Latn
